gid,nom,com_nom
1839,CP - Centre Hospitalier de Beauvais / Centre pénitentiaire de Beauvais,Beauvais
1449,CHSF,Corbeil-Essonnes
2192,Centre de vaccination Domec Carcassonne,Carcassonne
2405,CV ephémère Castelnau Montratier,Castelnau Montratier-Sainte Alauzie
876,Centre de vaccination Villers-lès-Nancy Sainte Thérèse,Villers-lès-Nancy
2481,Centre de vaccination éphémère - ESPERE,Espère
2377,CENTRE DE VACCINATION - MAIRIE DE MONTPELLIER ,Montpellier
1018,CLERMONT L'HERAULT Centre Hospitalier,Clermont-l'Hérault
1451,CHRDS Neuilly,Neuilly-sur-Seine
2252,CDV31 Blagnac Andromède,Blagnac
2394,Centre éphémère SDIS 82,Montauban
2193,Centre de vaccination du narbonnais,Narbonne
2654,Centre de Vaccination Trespoux ,Trespoux-Rassiels
2655,Centre de vaccination Lacapelle-Marival,Lacapelle-Marival
2981,équipe mobile croix-rouge,La Roche-sur-Yon
2052,Centre de vaccination - REZE - MSP Loire et Sèvre,Rezé
3161,Centre de vaccination éphémère de BAILLEAU L'EVEQUE,Bailleau-l'Évêque
2519,Centre de grande capacité de Castelsarrasin,Castelsarrasin
1597,Centre de vaccination - SAINT PHILBERT de GRAND LIEU - Salle des Marais,Montbert
1198,Centre de vaccination d'Eauze,Eauze
2295,Centre de vaccination SDIS de Buxerolles,Buxerolles
1717,Centre de vaccination - CC de l'Aillantais,Montholon
1260,Centre de Vaccination - SAINT-CALAIS - La Maladrerie,Saint-Calais
648,La Charité Sur Loire - Salle des Fêtes,La Charité-sur-Loire
2185,Polyclinique Saint Roch,Montpellier
2558,Centre de vaccination éphémère de Mauguio,Mauguio
446,Centre de Vaccination - Château-Gontier - Saint Fiacre,Château-Gontier-sur-Mayenne
2416,Centre de Vaccination - NORT SUR ERDRE - Complexe Marie-Amélie le Fur,Nort-sur-Erdre
842,Centre de vaccination COVID - Terres de Montaigulia,Montaigu-Vendée
846,Centre de vaccination COVID -Luçon - Espace Plaisance,Luçon
721,Centre de vaccination - MAMERS - CHICAM,Mamers
3162,Centre de vaccination éphémère de HANCHES,Hanches
526,Chatillon-sur-Seine salle Luc Schreder (gymnase),Châtillon-sur-Seine
729, Centre Vaccination Covid-19 - Ile des enfants,Saumur
1242,Centre de Vaccination - MESLAY DU MAINE - Salle Socioculturelle,Meslay-du-Maine
843,Centre de vaccination COVID - NOIRMOUTIER - Espace Hubert Poignant,Noirmoutier-en-l'Île
844,Centre de vaccination COVID - ILE D'YEU - Hôpital Dumonté,L'Île-d'Yeu
3163,Centre Vaccination PIGNANS,Pignans
820,Centre de vaccination COVID - CHALLANS - Salles Louis-Claude Roux,Challans
817,Centre de vaccination COVID - FONTENAY LE COMTE - Salle des OPS,Fontenay-le-Comte
1951,Centre de vaccination  - LA FERTE-BERNARD - Synergie Parc,La Ferté-Bernard
793,Centre de vaccination COVID - LES SABLES D'OLONNE - Olonnespace,Les Sables-d'Olonne
2164,Le Carré d'Or,Perpignan
2066,Centre de vaccination - SAVENAY - Couvent des Cordeliers,Savenay
1124,Centre de Vaccination - LE MANS- Ouest,Le Mans
444,Centre de Vaccination - SAINT NAZAIRE - Centre d'examen de Santé,Saint-Nazaire
740,Centre de Vaccination - ANGERS - Les Greniers St Jean,Angers
2469,Centre Vaccination St Laurent du Var - Ancienne école Djibouti,Saint-Laurent-du-Var
2406,Salle André BEAUDRAN à MIRANDE,Mirande
3253,Relai ambulatoire Marckolsheim,Marckolsheim
2065,Centre de vaccination - MACHECOUL -mairie annexe  de St Même Le Tenu,Machecoul-Saint-Même
906,Centre de vaccination - PORNIC - Salle Polyvalente Béziers,Pornic
2437,Centre de vaccination - MONTBIZOT,Montbizot
2979,Centre de vaccination - Communauté de Communes Osartis-Marquion (Ecole Maternelle Elsa Triolet),Vitry-en-Artois
2442,Centre de Vaccination - LA SUZE-SUR-SARTHE - Salle des fêtes,La Suze-sur-Sarthe
2392,Centre de Vaccination - CHANGÉ- Sud-Est Manceau,Changé
2396,Centre de Vaccination - SAINT-HILAIRE DE RIEZ - Espace Jean Gaillardon,Saint-Hilaire-de-Riez
2003,CENTRE DE VACCINATION MODULAIRE SDIS 05,Gap
2391,Centre de vaccination - COULAINES - Espace Culturel Henri Salvador,Coulaines
2659,Centre de vaccination - PONT CHATEAU - Gymnase du Landas,Pontchâteau
2451,Centre de vaccination - SAINT MARS LA BRIERE - Salle des Chataigners,Saint-Mars-la-Brière
2631,CENTRE DE VACCINATION SSTRN NANTES,Nantes
2650,Centre de vaccination Intercommunal Montesquieu - La Brède,La Brède
435,Jardin Albert 1er Théatre de Verdure,Nice
68,CHI Digne les Bains,Digne-les-Bains
1268,Centre de vaccination  du Tampon ,Le Tampon
2478,Centre vaccination LORGUES,Lorgues
2452,Centre de vaccination - LAIGNE EN BELIN - Salle polyvalente la Bélinoise,Laigné-en-Belin
1266,Centre de vaccination de Saint-André ,Saint-André
1648,"Centre de vaccination ""grand public"" Senonches",Senonches
3252,Centre de vaccination pédiatrique - Théâtre de Caen,Caen
3255,"Centre de vaccination - CPTS Littoral en Nord, Maison de Quartier de la Basse Ville",Dunkerque
1996,Centre de vaccination de Ribeauvillé - Gymnase,Ribeauvillé
3256,"Centre de vaccination - CPTS Littoral en Nord, Salle Clairginet",Dunkerque
749,Ste-Geneviève-des-Bois CVA,Sainte-Geneviève-des-Bois
3225,CDV31 Vaccibus Auterive,Auterive
3248,centre de vaccination du genevois - Valleiry,Valleiry
2983,Equipe mobile CRF - 94 ,Créteil
286,Centre de Poissy,Poissy
673,Centre de vaccination COVID - AIX LES BAINS,Aix-les-Bains
2061,Centre de vaccination COVID 19 : site des Makes,Saint-Louis
3258,CV de claira,Claira
879,Centre de vaccination intercommunal Velaux - Ventabren - La Fare les Olivierss - Eguilles - Coudoux,Ventabren
3257,Equipe mobile Tain l'Hermitage,Tain-l'Hermitage
863,Maison des Associations Antibes,Antibes
3222,APF NEVERS,Nevers
2982,Centre de vaccination Auch (Ancien GIFI),Auch
2015,Centre de vaccination  Sel-et-Vermois - Salle du Chapitre à l’Espace Prieuré,Varangéville
2263,Centre de vaccination - stade Groupama stadium,Décines-Charpieu
2984,EMD Créteil ,Créteil
847,CHIC des Andaines - site de Domfront,Domfront en Poiraie
3218,Centre de vaccination pédiatrique de Créteil,Créteil
3227,Centre de vaccination pédiatrique du 15e - Hôpital Necker,Paris
1935,Mairie du 10e + annexe Richerand,Paris
236,Centre de vaccination - CH Chauny,Chauny
2147,Centre de vaccination COVID 19 CPAM Haute-Savoie,Annecy
1413,Saint-Maixent-L'Ecole - Hall denfert,Saint-Maixent-l'École
1043,Mairie de l'Escarène,L'Escarène
986,ESAJ - La Seyne sur Mer,La Seyne-sur-Mer
3149,Centre de vaccination CPAM Rhône,Lyon
1391,Centre vaccination Craponne ,Craponne-sur-Arzon
1295,"Centre de vaccination de la CPTS Vignes et Calanques pour les communes de La Ciotat, Ceyreste, Cassis, Roquefort la Bédoule, Carnoux en Provence.",La Ciotat
1086,Centre de vaccination – Maison Pour Tous – Mairie de Contes,Contes
3263,Centre commercial Carrefour le Merlan,Marseille
347,Centre de vaccination - Hénin Beaumont- Salle Polonia - Espace Lumière,Hénin-Beaumont
1179,Pôle de santé des Flamants - CD 13,Marseille
1141,Pôle de santé Aubagne CD 13,Aubagne
1254,CPTS des Collines (Allauch-Plan-de-Cuques) ,Allauch
3260,"Centre de vaccination mobile de la CPTS Venissieux Saint-Fons,",Saint-Fons
1178,CEGIDD St Adrien CD 13,Marseille
1344,Equipe mobile Département 06,Nice
1351,Equipe mobile Métropole Nice Côte d'Azur,Nice
1305,Centre de vaccination de la Mairie des 15e et 16e arrondissement de Marseille,Marseille
3261,Centre de vaccination - GOURIN,Gourin
1924,CP - USP- Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer (CHITS) / Centre Pénitentiaire de Toulon-La Farlède,La Farlède
1925,MA - US Draguignan / Maison d'arrêt de Draguignan,Draguignan
832,Centre sportif J-J Marcel,Brignoles
766,AGDE Centre de vaccination HOPITAL D'AGDE,Agde
1947,Palais des expositions,Nice
1518,HIA Sainte-Anne,Toulon
1943,Centre vaccination COTIGNAC - Caserne des Pompiers,Cotignac
2054,Centre de vaccination de PLAN d'AUPS - Maison de Pays,Plan-d'Aups-Sainte-Baume
1944,Centre vaccination PUGET-VILLE - Caserne des Pompiers,Puget-Ville
1945,Centre de Vaccination de RIANS - Caserne des Pompiers,Rians
2053,Centre de vaccination de SALERNES,Salernes
1491,Centre de Vaccination de FAYENCE,Fayence
2124,Vaccinobus des Hautes-Alpes,Gap
1998,Centre Vaccination Toulon Ouest - ZENITH LIVE,Toulon
634,Centre Municipal de Santé de L'Hay Les Roses,L'Haÿ-les-Roses
2159,Vaccinobus des  Alpes-de Haute-Provence,Digne-les-Bains
2163,Centre de vaccination du Lavandou,Le Lavandou
1946,Palais NIKAIA,Nice
2162,Centre de Vaccination de CUERS,Cuers
2161,Centre de Vaccination de Bormes-les-Mimosas,Bormes-les-Mimosas
1617,Centre de Santé Fondation John Bost,La Force
2157,Centre de Vaccination Sainte Musse,Toulon
2160,Centre de Vaccination de SIX FOURS,Six-Fours-les-Plages
2361,Centre mobile de vaccination SDIS 04,Digne-les-Bains
2304,Centre Vaccination Sollies Pont,Solliès-Pont
2200,Centre vaccination Hôpital Clémenceau,La Garde
2306,Centre vaccination Cavalaire,Cavalaire-sur-Mer
2303,Centre Vaccination La Roquebrussanne,La Roquebrussanne
2345,Centre Vaccination de Ollioules,Ollioules
3259,CV de Toulouges,Toulouges
2240,Centre Vaccination Avignon ,Avignon
2450,Salle polyvalente ,Roumoules
2459,CPTS Buech Dévoluy,Veynes
562,Centre vaccination LOUHANS/BRANGES - Groupe scolaire Jean Vial,Louhans
2433,Centre Vaccination CARCES,Carcès
2402,Centre vaccination la Valette,La Valette-du-Var
2395,Centre vaccination Le Val,Le Val
2403,Centre de vaccination de Nans les Pins,Nans-les-Pins
2458,La maison du Peuple,Saint-Zacharie
2448,Centre de Vaccination COVID SDIS84 - Professionnels prioritaires,Avignon
2441,Centre Vaccination SANARY,Sanary-sur-Mer
2425,Centre de Vaccination du Groupement EST : Vaccin EST,Fréjus
2712,Centre de vaccination territorial Centre Val d’Oise Plaine Vallée – Enghien-Montmorency,Enghien-les-Bains
2454,Ecoparc Mougins,Mougins
2666,Centre Marnais de Promotion de la Santé,Reims
2664,Centre de vaccination du territoire de Longwy,Longlaville
3268,Equipe Mobile de Vaccination de la Protection Civile,Pantin
479,Centre de vaccination RESAL,Besançon
2916,Centre de vaccination éphémère Sainte-Geneviève des Bois,Sainte-Geneviève-des-Bois
1149,Centre de vaccination de Toul,Toul
2075,Salle associative – Centre de vaccination,L'Isle-d'Abeau
1293,Centre de vaccination - centre médico-social de St Barth,SAINT-BARTHELEMY
830,Centre de vaccination - Pôle privé des cliniques d'Amiens,Amiens
1306,Centre de vaccination - CHU Lille ,Loos
267,Centre de vaccination - HOPITAL PRIVÉ LE BOIS,Lille
548,POUILLY-EN-AUXOIS MSP,Pouilly-en-Auxois
3246,Centre de vaccination du centre de Santé Allo Médical Caraïbes ,Sainte-Anne
3109,Relai ambulatoire de vaccination de la commune de Larnas,Larnas
2707,SDIS 976,Mamoudzou
3269,centre de vaccination éphémère Le Vigan,Le Vigan
3273,Centre Case de Terrain de Sel,La Possession
2713,Centre de vaccination de Sommières,Sommières
2518,Centre de vaccination CPAM du Gard,Nîmes
3271,Relai ambulatoire - La Grande Pharmacie Cusset,Villeurbanne
2156,Centre du CH Bligny,Fontenay-lès-Briis
978,Centre de Vaccination CH Ribérac,Ribérac
3270,Centre vaccination Quai Lunel,Nice
1737,RETIERS - Salle polyvalente,Retiers
3073,Relai ambulatoire de Fontbellon,Saint-Étienne-de-Fontbellon
222,Centre de vaccination -Hôpital Edouard Herriot-HCL,Lyon
1247,Centre hospitalier de Saint-Aignan,Saint-Aignan
1627,Equipe mobile vaccination Croix-Rouge Française du Val-de-Marne,Limeil-Brévannes
1128,Centre de Vaccination - LE MANS- Jean Moulin,Le Mans
3202,Centre de vaccination de Lavaur - Halle d'Occitanie,Lavaur
3079,Centre de vaccination O’Parinor ,Aulnay-sous-Bois
2400,Centre de vaccination Clinique Saint François,Haguenau
3272,Relai ambulatoire - MSP le clos Caroline,Villeurbanne
845,Centre de Vaccination Miramas Saint-Chamas - Salle des fêtes de Miramas,Miramas
1267,Centre de vaccination de Saint-Denis - NORDEV - Parc des expositions,Saint-Denis
3274,CH Louis Mourier,Colombes
750,MONTPELLIER Centre vaccination à la Clinique du Millénaire,Montpellier
567,Decize - Salle Theodore GERARD,Decize
602,Centre de vaccination AUTUN - Salle l'Hexagone,Autun
1205,Centre de vaccination  Vitrolles - Espace Mandela,Vitrolles
2310,Centre de vaccination d'Epinac - Maison Syndicale,Épinac
1729,Centre départemental de dépistage et de soins - site de Garges-lès-Gonesse,Garges-lès-Gonesse
1993,Centre de vaccination de Guebwiller ,Guebwiller
2561,Equipe mobile salle des fêtes,Cléon-d'Andran
2383,Centre de vaccination Guillestrois-Queyras,Guillestre
1123,MAIRIE / CH Vaison,Vaison-la-Romaine
1019,GIGNAC CENTRE DE VACCINATION,Gignac
3243,Centre de vaccination d'Eragny - CC Art de Vivre,Éragny
1436,"Centre de vaccination - Ville de HAM, Salle des Fêtes Esplanade du Château",Ham
2072,Centre de vaccination de Vélizy-Villacoublay,Vélizy-Villacoublay
1986,Centre de vaccination - Zénith de Lille ,Lille
2332,Centre de vaccination d'Arthez de Béarn,Arthez-de-Béarn
770,Centre de vaccination - CH de Jean Leclaire de Sarlat,Sarlat-la-Canéda
57,Centre de vaccination du CH SUD-CHARENTE,Barbezieux-Saint-Hilaire
3275,CENTRE COVID EST LA GRANDE MOTTE,La Grande-Motte
2023,Centre de vaccination de Audun-le-Roman  (salle Aragon),Audun-le-Roman
1162,Centre de vaccination Châteauneuf,Châteauneuf-sur-Charente
2229,Grand centre 21,Dijon
2347,Centre de vaccination de Décines -Charpieu - Parc des sports Raymond Troussier,Décines-Charpieu
735,Centre de Vaccination des Mauges à Beaupréau,Beaupréau-en-Mauges
2764,Centre vaccination IKEA,La Valette-du-Var
1629,Centre de Vaccination de Sigean,Sigean
979,Centre Vaccination - GHSA - Site Vouziers,Vouziers
1388,"Centre de vaccination - Communauté Communes du Pays Noyonnais,  Campus Economique Inovia",Noyon
1102,Centre de vaccination - CPTS Grand Amiens,Pont-de-Metz
455,Clinique de Vitrolles,Vitrolles
738,Centre de Vaccination - BAUGE - René d'Anjou,Baugé-en-Anjou
2036,"Centre de vaccination - Hôpital Privé Le Bois, Hippodrome Marcq-en-Baroeul",Marcq-en-Barœul
2062,Centre de vaccination - CPTS HAUTMONT,Hautmont
258,Centre de vaccination - Clinique Sainte Marie (GHICL) ,Cambrai
3278,Relai ambulatoire de vaccination - MSP Cléon d'andran,Cléon-d'Andran
3277,Centre départemental de vaccination,Agen
3276,CES Agen,Boé
955,Hop. privé A. Tzanck- Mougins Sophia Antipolis,Mougins
422,FOUGERES - Espace Aumaillerie,La Selle-en-Luitré
427,Communauté d'agglomération Saint-Germain Boucle de la Seine,Saint-Germain-en-Laye
2745,Centre de Vaccination éphémère BASE DE LOISIRS DE TORCY ,Vaires-sur-Marne
2457,CANCALE - Salle Cancaven,Cancale
1135,"Centre de vaccination - CPTS de la Marque, Clinique de Villeneuve d'Ascq",Villeneuve-d'Ascq
1651,Centre de vaccination de Sartrouville,Sartrouville
2605,Centre de vaccination - Maison de Santé de L'Abbaye de Breteuil,Breteuil
491,Centre de vaccination GHER,Saint-Benoît
951,Centre de vaccination Terres de Haute Charente,Terres-de-Haute-Charente
459,Ville de Boulogne Billancourt,Boulogne-Billancourt
3279,Centre de vaccination public,Tours
3285,Centre de vaccination à destination des réfugiés Ukrainiens,Villeurbanne
324,CENTRE DE VACCINATION AMBULATOIRE ALFORTVILLE,Alfortville
312,CH André Grégoire de Montreuil ,Montreuil
1183,"Centre de vaccination  - Fondation Hopale, Kursaal",Berck
429,Communauté d'agglomération Versailles Grand Parc,Versailles
301,CENTRE RUEIL-MALMAISON,Rueil-Malmaison
1119,ANGERVILLE CVA mobile - Salle polyvalente Guy BONIN,Angerville
308,CH SAINT-DENIS,Saint-Denis
54,CH RUFFEC,Ruffec
3280,Centre Colbert Bâtiment - H-1 er étage,Châteauroux
326,Centre Hospitalier de Gonesse,Gonesse
322,VICTOR DUPOUY,Argenteuil
430,Communauté de communes du Pays Houdanais,Septeuil
514,MSP MAGNY EN VEXIN,Magny-en-Vexin
117,Centre de vaccination Grand Public,Bagnols-sur-Cèze
1455,Centre de vaccination - Centre Hospitalier Simone Veil,Eaubonne
318,GHI Le raincy-Montfermeil,Montfermeil
424,Ville de Provins,Provins
3281,Pôle santé publique 28 ,Chartres
474,Ville de Garches - Médiathèque Jacques GAUTIER,Garches
464,Ville de Chatenay-Malabry,Châtenay-Malabry
476,Ville de la Garenne Colombes,La Garenne-Colombes
473,Ville de Clichy la Garenne,Clichy
475,Ville d'Issy les Moulineaux,Issy-les-Moulineaux
3282,Hôpital Victor Jousselin - RDC Bâtiment Maternité - Pôle santé publique 28,Dreux
469,Ville de Clamart,Clamart
484,CENTRE DE VACCINATION AMBULATOIRE DE CHAMPIGNY,Champigny-sur-Marne
328,CENTRE NOGENT SUR MARNE,Nogent-sur-Marne
1098,Centre de vaccination - MSP Crécy en Ponthieu,Crécy-en-Ponthieu
445,Ville d'Asnières,Asnières-sur-Seine
488,CENTRE SAINT MAUR DES FOSSES,Saint-Maur-des-Fossés
493,Centre de vaccination CHU SUD,Saint-Pierre
502,CV Paris Centre,Paris
508,MAIRIE DU XVIII - CENTRE COVISAN,Paris
3283,Centre médico-social de l'IRSA,Saint-Doulchard
568,Auberge Municipale ,Saint-Denis
2594,Centre de vaccination Guillestrois - Opération Tous sur le Pont,Guillestre
485,MAISONS ALFORT,Maisons-Alfort
510,Jean Verdier AP-HP (Bondy),Bondy
604,Annexe du collège international ,Noisy-le-Grand
537,Centre Médical Europe,Paris
621,Collège Courbet ,Pierrefitte-sur-Seine
618,Mairie du XIVe ,Paris
588,Centre Vaccination Paris 7e - Gymnase Camou,Paris
3284,Mail Pierre Charlot,Blois
596,Centre de vaccinations internationales Air France,Paris
759,Mairie - Salle Pierre Michel,Forcalquier
1337,Centre de vaccination d'Ermont,Ermont
580,Centre de vaccination de Saint-Ouen - Salle des fêtes Barbara ,Saint-Ouen-sur-Seine
583,Centre municipal de santé - Salvaldor Allende ,La Courneuve
613,Centre de vaccination du 13e - Mairie du 13e,Paris
838,Complexe sportif des Blaquières,Grimaud
751,Igny CVA,Igny
771,Evry-CVAE Foyer Club ,Évry-Courcouronnes
778,Ville de Coulommiers,Coulommiers
635,Centre hospitalier Carnelle Portes de l'Oise ,Beaumont-sur-Oise
639,Le 104,Paris
855,Centre de vaccination territorial du Haut Val d'Oise,L'Isle-Adam
364,MSP Les Angles,Les Angles
67,Covax Ambu - bâtiment ancien service rhumatologie du CH de Perpignan,Perpignan
822,Centre de vaccination territorial Centre Val-d’Oise Plaine Vallée Saint-Brice-sous-Forêt ,Saint-Brice-sous-Forêt
1014,Ville de Courbevoie,Courbevoie
857,Centre de vaccination Linandes-Cordeliers/site des Cordeliers,Pontoise
861,Ville de Saint Fargeau,Saint-Fargeau-Ponthierry
1032,Communauté d'agglomération Rambouillet Territoires,Rambouillet
865,Ville de Montereau,Montereau-Fault-Yonne
859, Ville de Pontault Combault,Pontault-Combault
1459,Centre de vaccination - Centre Hospitalier René Dubos,Pontoise
1004,Centre de vaccination - Ecole René Deschamps,Drancy
974,Centre de vaccination Linandes-Cordeliers/site des Linandes,Cergy
1310,"CENTRE VACCINATION CD78 (VELIZY, RA, FV, VACCYBUS)",Versailles
238,CH Mas Careiron,Uzès
2756, ETAMPES CVAE Base de Loisirs,Étampes
2757,EMV Barnum Bondy,Bondy
1553,CES Amelot CPAM,Paris
1569,EMV Croix-Rouge Val-de-Marne,Limeil-Brévannes
1539,EMV Centre de vaccination internationale / CMI,Paris
1531,ETRECHY CVA,Étréchy
1575,EMV Pantin,Pantin
1530,Ris-Orangis CVA,Ris-Orangis
1170,Cerny CVA,Cerny
1576,EMV Drancy,Drancy
1034,Dourdan CVA,Dourdan
1512,Centre de vaccination - centre d'examen de santé,Bobigny
1577,EMV livry-Gargan,Livry-Gargan
1574,EMV Saint-Ouen-sur-Seine,Saint-Ouen-sur-Seine
1579,EMV Noisy-le-Grand (CD),Noisy-le-Grand
1561,Centre de Vaccination éphémère  Thomery,Thomery
1653,Equipe mobile – Conseil Départemental,Créteil
2681,Centre de vaccination Nancy Hôtel de ville,Nancy
1666,Ville de Gennevilliers,Gennevilliers
1661,Ville d'Antony Bourg La Reine Sceaux,Antony
1678,Communauté de communes Coeur d'Yvelines LES MESNULS,Les Mesnuls
1659,Centre de vaccination - Hôtel de ville de Montreuil,Montreuil
1658,Centre de vaccination - Bâtiment Charlotte Petit (Clichy-sous-Bois),Clichy-sous-Bois
1665,Ville de Chatillon Malakoff,Châtillon
1684,Centre de vaccination de Cergy,Cergy
1690,Fleury CVA,Fleury-Mérogis
1694,Centre Ephémère - Caserne Champerret,Paris
1680,Centre de vaccination de SAINT CYR L'ECOLE (clos),Saint-Cyr-l'École
1683,Espace Gabriel Lamé,Paris
1720,Centre de Vaccination ambulatoire de Choisy-le-Roi,Choisy-le-Roi
1695,Centre éphémère - Caserne Massena,Paris
1727,Centre départemental de dépistage et de soins - site d'Argenteuil,Argenteuil
482,CH de Cayenne - délocalisé à l'ENCRE,Cayenne
1626,Centre de vaccination de Dieuze,Dieuze
1937,Centre de vaccination Mairie Paris 17,Paris
1938,Centre éphémère - Caserne Ménilmontant,Paris
2682,Centre de Vaccination Pompey Hartmann,Pompey
1936,Mairie du 16e fermé,Paris
1942,Epinay-sous-Sénart CVA,Épinay-sous-Sénart
1761,EMV Jean Verdier,Bondy
1762,EMV René Muret,Sevran
1763,EMV Ballanger,Villepinte
2113,Centre  de vaccination de Chatou,Chatou
2910,Croix Rouge française,Besançon
1760,EMV Avicennes,Bobigny
1744,Centre de vaccination - Gymnase Guimier,Tremblay-en-France
597,centre de vaccination du CH d'Avallon,Avallon
2057,Centre de vaccination Pean Auvers-sur-Oise,Auvers-sur-Oise
2079,Centre de vaccination Franconville,Franconville
2133,CV - Centre de Santé du Square de la Mutualité,Paris
2197,Boutigny-sur-Essonne CVA  ,Boutigny-sur-Essonne
2352,Ville de Chaville - Ville d'Avray - Sèvres,Chaville
2141,Très grand centre du Stade de France,Saint-Denis
2621,Centre de vaccination municipal Villiers-le-Bel,Villiers-le-Bel
1966,Corbeil-Essonnes centre de vaccination,Corbeil-Essonnes
2006,Centre de vaccination Rosny-sous-Bois (centre commercial Westfield-Rosny 2) ,Rosny-sous-Bois
2256,Très grand centre SDIS  Disney,Chessy
1741,Centre de vaccination de Trebes,Trèbes
2212,Centre de Vaccination G. Tillion LE KREMLIN BICETRE,Le Kremlin-Bicêtre
2355,Ville de Meudon,Meudon
2268,Très grand centre Pole Leonard de Vinci,Courbevoie
2254,Centres de vaccination GHIF Melun- site de Savigny le temple,Savigny-le-Temple
2446,Mairie du 16e,Paris
2529,Centre de vaccination de Dammartin-en-Goële,Dammartin-en-Goële
2351,Centre de vaccination de Montigny-les-Cormeilles,Montigny-lès-Cormeilles
2554,Centre de vaccination mobile ARS 78,Versailles
2767,UMCRA Canet,Marseille
2547,Centre de vaccination secondaire de Gonesse ,Gonesse
2447,Centre de vaccination de SAINT-CYR-L'ECOLE,Saint-Cyr-l'École
2583,Chilly-Mazarin CVA,Chilly-Mazarin
2472,Centre de vaccination d'Herblay sur seine,Herblay-sur-Seine
2560,Vaccidrive Villepinte,Villepinte
2584,Les Ulis CVAE,Les Ulis
384,Centre de vaccination du CH William Morey,Chalon-sur-Saône
2570,Centre de vaccination - Pavillons-sous-Bois - Salle des sports Lino Ventura,Les Pavillons-sous-Bois
2571,Centre de vaccination - Le Raincy - Espace Raymond Mège,Le Raincy
2411,CV Gagny - Salle Omnisport ARENA,Gagny
2567,Ville de Bois-Colombes,Bois-Colombes
2572,Centre de vaccination - Noisy-le-Sec - Gymnase Paul Langevin,Noisy-le-Sec
2652,Centre de vaccination d'Epinay-sur-Seine - Espace culturel,Épinay-sur-Seine
2932,Saint Cirq Lapopie ,Saint-Cirq-Lapopie
2600,Très grand centre MIN Rungis - Chevilly-Larue,Chevilly-Larue
2687,Centre de vaccination éphémère de Nangis,Nangis
2669,CAD - ARENA,Nanterre Cedex
2909,Centre éphémère Lycée Marie Curie,Saint-Benoît
1514,Centre de vaccination de Metz - UNEOS - Site Belle Isle,Metz
775,Centre de vaccination de Sarreguemines - CHS (salle des fêtes du CHS),Sarreguemines
2677,Viry-Châtillon/Juvisy-sur-Orge CVAE,Viry-Châtillon
1282,Lieu de vaccination de CLERMONT EN ARGONNE,Clermont-en-Argonne
2765,Centre vaccination SAINT TROPEZ,Saint-Tropez
2439,Centre de vaccination - Sapeurs-pompiers de l'Oise- SDIS 60,Beauvais
1137,LA GRANDE MOTTE CENTRE CULTUREL,La Grande-Motte
1693,Centre de vaccination de l’Ouest Lyonnais - Salle des Cèdres,Écully
2794,Centre Commercial LECLERC - La Seyne sur Mer,La Seyne-sur-Mer
2658,Pharmacie Centrale,Charleville-Mézières
2749,Marseille Grand Littoral,Marseille
1261,Ancienne école maternelle MARCIAC,Marciac
2680,Equipe Mobile-CPAM,Orléans
1147,Centre de vaccination de Wissembourg,Wissembourg
1414,Melle - Salle Jacques Prévert,Melle
480,Centre de vaccination de Pontarlier - théâtre Blier,Pontarlier
776,CDV31 Muret (Salle Horizon Pyrénées),Muret
575,CDV31 Labège,Labège
2348,PAIMPOL - Kerity,Paimpol
2527,centre de vaccination du parc des expositions,Caen
501,Centre de Vaccination Caen-Centre (ancienne caserne Canada),Caen
165,Centre de vaccination de Bar-le-Duc ,Bar-le-Duc
219,Centre de vaccination de Neufchateau,Neufchâteau
886,LAMBALLE - Salle municipale,Lamballe-Armor
2165,CDV31 - Grand Centre Hall 8 île Ramier,Toulouse
626,CDV31 Saint Orens De Gameville,Saint-Orens-de-Gameville
1340,Centre de vaccination du Grésivaudan - Piscine de Crolles,Crolles
2648,CDV31 Villeneuve de Rivière,Villeneuve-de-Rivière
2876,Centre de vaccination éphémère Puiseaux,Puiseaux
2246,Centre de vaccination - Maison des Associations  - CŒUR DE CHARTREUSE,Saint-Laurent-du-Pont
2933,Saint-Soszy,Saint-Sozy
2670,"Centre de vaccination - Commune de Montataire, maison médicale",Montataire
2297,Centre de vaccination - Cestas - Jalle-Eau Bourde,Cestas
1601,MSP BEAUBLANC,Limoges
668,Centre de vaccination  Communauté professionnelle territoriale de santé (CPTS) Vercors,Saint-Nizier-du-Moucherotte
2255,centre de vaccination GHSIF MELUN - site de Combs la Ville,Combs-la-Ville
1215,LORIENT - Cité de la Voile,Lorient
2797,Karavan Maison Célestin,Saint-Paul
1565,CV CPAM92,Nanterre
2901,Equipe Mobile Universitaire 06,Nice
681,Centre de vaccination de Vienne,Vienne
195,Centre de vaccination CH Avignon,Avignon
2777,Centre Hospitalier de Billom,Billom
2135,AEROVAC - Aéroport Martinique,Le Lamentin
824,Centre de vaccination territorial Centre Val d'Oise,Montmorency
991,Centre de Vaccination : Espace Santé Ravel Amiens,Amiens
1393,"Centre de vaccination - Ville de Poix-de-Picardie, SALLE DES FÊTES ",Poix-de-Picardie
2649,CDV31 Montastruc La Conseillère,Montastruc-la-Conseillère
535,IS-SUR-TILLE Salle des Capucins / Selongey centre culturel,Is-sur-Tille
2717,Centre de vaccination : Site des Lianes (Saint-Joseph),Saint-Joseph
2737,Centre éphémère Trois Bassins,Les Trois-Bassins
